code|name|spell
sz000701|厦门信达|000701XMXD
sz000702|正虹科技|000702ZHKJ
sz000703|恒逸石化|000703HYSH
sz000705|浙江震元|000705ZJZY
sz000707|双环科技|000707SHKJ
sz000708|大冶特钢|000708DYTG
sz000709|河北钢铁|000709HBGT
sz000710|天兴仪表|000710TXYB
sz000711|京蓝科技|000711JLKJ
sz000712|锦龙股份|000712JLGF
sz000713|丰乐种业|000713FLZY
sz000715|中兴商业|000715ZXSY
sz000716|黑芝麻|000716HZM
sz000717|韶钢松山|000717SGSS
sz000718|苏宁环球|000718SNHQ
sz000719|大地传媒|000719DDCM
sz000720|新能泰山|000720XNTS
sz000721|西安饮食|000721XAYS
sz000722|湖南发展|000722HNFZ
sz000723|美锦能源|000723MJNY
sz000725|京东方Ａ|000725JDFA
sz000726|鲁泰Ａ|000726LTA
sz000727|华东科技|000727HDKJ
sz000728|国元证券|000728GYZQ
sz000729|燕京啤酒|000729YJPJ
sz000731|四川美丰|000731SCMF
sz000732|泰禾集团|000732THJT
sz000733|振华科技|000733ZHKJ
sz000735|罗牛山|000735LNS
sz000736|中房地产|000736ZFDC
sz000737|南风化工|000737NFHG
sz000738|航发控制|000738HFKZ
sz000739|普洛药业|000739PLYY
sz000748|长城信息|000748CCXX
sz000750|国海证券|000750GHZQ
sz000751|锌业股份|000751XYGF
sz000752|西藏发展|000752XCFZ
sz000753|漳州发展|000753ZZFZ
sz000755|山西三维|000755SXSW
sz000756|新华制药|000756XHZY
sz000757|浩物股份|000757HWGF
sz000758|中色股份|000758ZSGF
sz000759|中百集团|000759ZBJT
sz000760|斯太尔|000760STE
sz000761|本钢板材|000761BGBC
sz000762|西藏矿业|000762XCKY
sz000766|通化金马|000766THJM
sz000767|漳泽电力|000767ZZDL
sz000768|中航飞机|000768ZHFJ
sz000776|广发证券|000776GFZQ
sz000777|中核科技|000777ZHKJ
sz000778|新兴铸管|000778XXZG
sz000779|三毛派神|000779SMPS
sz000780|平庄能源|000780PZNY
sz000782|美达股份|000782MDGF
sz000783|长江证券|000783CJZQ
sz000785|武汉中商|000785WHZS
sz000786|北新建材|000786BXJC
sz000788|北大医药|000788BDYY
sz000789|万年青|000789WNQ
sz000790|泰合健康|000790THJK
sz000791|甘肃电投|000791GSDT
sz000792|盐湖股份|000792YHGF
sz000793|华闻传媒|000793HWCM
sz000795|英洛华|000795YLH
sz000796|凯撒旅游|000796KSLY
sz000797|中国武夷|000797ZGWY
sz000798|中水渔业|000798ZSYY
sz000799|酒鬼酒|000799JGJ
sz000800|一汽轿车|000800YQJC
sz000801|四川九洲|000801SCJZ
sz000802|北京文化|000802BJWH
sz000803|金宇车城|000803JYCC
sz000806|银河生物|000806YHSW
sz000807|云铝股份|000807YLGF
sz000809|铁岭新城|000809TLXC
sz000810|创维数字|000810CWSZ
sz000811|烟台冰轮|000811YTBL
sz000812|陕西金叶|000812SXJY
sz000813|德展健康|000813DZJK
sz000815|美利云|000815MLY
sz000816|智慧农业|000816ZHNY
sz000818|方大化工|000818FDHG
sz000819|岳阳兴长|000819YYXC
sz000820|神雾节能|000820SWJN
sz000821|京山轻机|000821JSQJ
sz000822|山东海化|000822SDHH
sz000823|超声电子|000823CSDZ
sz000825|太钢不锈|000825TGBX
sz000826|桑德环境|000826SDHJ
sz000828|东莞控股|000828DGKG
sz000829|天音控股|000829TYKG
sz000830|鲁西化工|000830LXHG
sz000831|五矿稀土|000831WKXT
sz000833|贵糖股份|000833GTGF
sz000835|长城动漫|000835CCDM
sz000836|鑫茂科技|000836XMKJ
sz000837|秦川机床|000837QCJC
sz000838|国兴地产|000838GXDC
sz000839|中信国安|000839ZXGA
sz000848|承德露露|000848CDLL
sz000850|华茂股份|000850HMGF
sz000851|高鸿股份|000851GHGF
sz000852|石化机械|000852SHJX
sz000856|冀东装备|000856JDZB
sz000858|五粮液|000858WLY
sz000859|国风塑业|000859GFSY
sz000860|顺鑫农业|000860SXNY
sz000861|海印股份|000861HYGF
sz000862|银星能源|000862YXNY
sz000863|三湘印象|000863SXYX
sz000868|安凯客车|000868AKKC
sz000869|张裕Ａ|000869ZYA
sz000875|吉电股份|000875JDGF
sz000876|新希望|000876XXW
sz000877|天山股份|000877TSGF
sz000878|云南铜业|000878YNTY
sz000880|潍柴重机|000880WCZJ
sz000881|中广核技|000881ZGHJ
sz000882|华联股份|000882HLGF
sz000883|湖北能源|000883HBNY
sz000885|同力水泥|000885TLSN
sz000886|海南高速|000886HNGS
sz000887|中鼎股份|000887ZDGF
sz000888|峨眉山Ａ|000888EMSA
sz000889|茂业物流|000889MYWL
sz000890|法尔胜|000890FES
sz000892|欢瑞世纪|000892HRSJ
sz000893|东凌国际|000893DLGJ
sz000895|双汇发展|000895SHFZ
sz000897|津滨发展|000897JBFZ
sz000898|鞍钢股份|000898AGGF
sz000899|赣能股份|000899GNGF
sz000900|现代投资|000900XDTZ
sz000901|航天科技|000901HTKJ
sz000902|新洋丰|000902XYF
sz000903|云内动力|000903YNDL
sz000905|厦门港务|000905XMGW
sz000906|浙商中拓|000906ZSZT
sz000908|景峰医药|000908JFYY
sz000909|数源科技|000909SYKJ
sz000910|大亚圣象|000910DYSY
sz000911|南宁糖业|000911NNTY
sz000912|泸天化|000912LTH
sz000913|钱江摩托|000913QJMT
sz000915|山大华特|000915SDHT
sz000916|华北高速|000916HBGS
sz000917|电广传媒|000917DGCM
sz000918|嘉凯城|000918JKC
sz000919|金陵药业|000919JLYY
sz000920|南方汇通|000920NFHT
sz000921|海信科龙|000921HXKL
sz000922|佳电股份|000922JDGF
sz000923|河北宣工|000923HBXG
sz000925|众合科技|000925ZHKJ
sz000926|福星股份|000926FXGF
sz000927|一汽夏利|000927YQXL
sz000928|中钢国际|000928ZGGJ
sz000929|兰州黄河|000929LZHH
sz000930|中粮生化|000930ZLSH
sz000931|中关村|000931ZGC
sz000932|华菱钢铁|000932HLGT
sz000933|神火股份|000933SHGF
sz000935|四川双马|000935SCSM
sz000936|华西股份|000936HXGF
sz000937|冀中能源|000937JZNY
sz000938|紫光股份|000938ZGGF
sz000939|凯迪生态|000939KDST
sz000948|南天信息|000948NTXX
sz000949|新乡化纤|000949XXHX
sz000951|中国重汽|000951ZGZQ
sz000952|广济药业|000952GJYY
sz000953|河池化工|000953HCHG
sz000955|欣龙控股|000955XLKG
sz000957|中通客车|000957ZTKC
sz000958|东方能源|000958DFNY
sz000959|首钢股份|000959SGGF
sz000960|锡业股份|000960XYGF
sz000961|中南建设|000961ZNJS
sz000962|东方钽业|000962DFTY
sz000963|华东医药|000963HDYY
sz000965|天保基建|000965TBJJ
sz000966|长源电力|000966CYDL
sz000967|盈峰环境|000967YFHJ
sz000968|蓝焰控股|000968LYKG
sz000969|安泰科技|000969ATKJ
sz000970|中科三环|000970ZKSH
sz000971|高升控股|000971GSKG
sz000972|新中基|000972XZJ
sz000973|佛塑科技|000973FSKJ
sz000975|银泰资源|000975YTZY
sz000976|春晖股份|000976CHGF
sz000977|浪潮信息|000977LCXX
sz000978|桂林旅游|000978GLLY
sz000979|中弘股份|000979ZHGF
sz000980|众泰汽车|000980ZTQC
sz000981|银亿股份|000981YYGF
sz000982|中银绒业|000982ZYRY
sz000983|西山煤电|000983XSMD
sz000985|大庆华科|000985DQHK
sz000987|越秀金控|000987YXJK
sz000988|华工科技|000988HGKJ
sz000989|九芝堂|000989JZT
sz000990|诚志股份|000990CZGF
sz000993|闽东电力|000993MDDL
sz000995|皇台酒业|000995HTY
sz000996|中国中期|000996ZGZQ
sz000997|新大陆|000997XDL
sz000998|隆平高科|000998LPGK
sz000999|华润三九|000999HRSJ
sz001696|宗申动力|001696ZSDL
sz001896|豫能控股|001896YNKG
sz001979|招商蛇口|001979SKZS
sz002001|新和成|002001XHC
sz002002|鸿达兴业|002002HDXY
sz002003|伟星股份|002003WXGF
sz002004|华邦健康|002004HBJK
sz002005|德豪润达|002005DHRD
sz002006|精功科技|002006JGKJ
sz002007|华兰生物|002007HLSW
sz002008|大族激光|002008DZJG
sz002009|天奇股份|002009TQGF
sz002010|传化智联|002010CHZL
sz002011|盾安环境|002011DAHJ
sz002012|凯恩股份|002012KEGF
sz002013|中航机电|002013ZHJD
sz002014|永新股份|002014YXGF
sz002015|霞客环保|002015XKHB
sz002016|世荣兆业|002016SRZY
sz002017|东信和平|002017DXHP
sz002018|华信国际|002018HXGJ
sz002019|亿帆医药|002019YFYY
sz002020|京新药业|002020JXYY
sz002021|中捷资源|002021ZJZY
sz002022|科华生物|002022KHSW
sz002023|海特高新|002023HTGX
sz002024|苏宁云商|002024SNYS
sz002025|航天电器|002025HTDQ
sz002026|山东威达|002026SDWD
sz002027|分众传媒|002027FZCM
sz002028|思源电气|002028SYDQ
sz002029|七匹狼|002029QPL
sz002030|达安基因|002030DAJY
sz002031|巨轮智能|002031JLZN
sz002032|苏泊尔|002032SBE
sz002033|丽江旅游|002033LJLY
sz002034|美欣达|002034MXD
sz002035|华帝股份|002035HDGF
sz002036|联创电子|002036LCDZ
sz002037|久联发展|002037JLFZ
sz002038|双鹭药业|002038SLYY
sz002039|黔源电力|002039QYDL
sz002040|南京港|002040NJG
sz002041|登海种业|002041DHZY
sz002042|华孚色纺|002042HFSF
sz002043|兔宝宝|002043TBB
sz002044|美年健康|002044MNJK
sz002045|国光电器|002045GGDQ
sz002046|轴研科技|002046ZYKJ
sz002047|宝鹰股份|002047BYGF
sz002048|宁波华翔|002048NBHX
sz002049|紫光国芯|002049ZGGX
sz002050|三花智控|002050SHZK
sz002051|中工国际|002051ZGGJ
sz002052|同洲电子|002052TZDZ
sz002053|云南能投|002053YNNT
sz002054|德美化工|002054DMHG
sz002055|得润电子|002055DRDZ
sz002056|横店东磁|002056HDDC
sz002057|中钢天源|002057ZGTY
sz002058|威尔泰|002058WET
sz002059|云南旅游|002059YNLY
sz002060|粤水电|002060YSD
sz002061|江山化工|002061JSHG
sz002062|宏润建设|002062HRJS
sz002063|远光软件|002063YGRJ
sz002064|华峰氨纶|002064HFAL
sz002065|东华软件|002065DHRJ
sz002066|瑞泰科技|002066RTKJ
sz002067|景兴纸业|002067JXZY
sz002068|黑猫股份|002068HMGF
sz002069|獐子岛|002069ZZD
sz002070|众和股份|002070ZHGF
sz002071|长城影视|002071CCYS
sz002072|凯瑞德|002072KRD
sz002073|软控股份|002073RKGF
sz002074|国轩高科|002074GXGK
sz002075|沙钢股份|002075SGGF
sz002076|雪莱特|002076XLT
sz002077|大港股份|002077DGGF
sz002078|太阳纸业|002078TYZY
sz002079|苏州固锝|002079SZGD
sz002080|中材科技|002080ZCKJ
sz002081|金螳螂|002081JTL
sz002082|栋梁新材|002082DLXC
sz002083|孚日股份|002083FRGF
sz002084|海鸥卫浴|002084HOWY
sz002085|万丰奥威|002085WFAW
sz002086|东方海洋|002086DFHY
sz002087|新野纺织|002087XYFZ
sz002088|鲁阳节能|002088LYJN
sz002089|新海宜|002089XHY
sz002090|金智科技|002090JZKJ
sz002091|江苏国泰|002091JSGT
sz002092|中泰化学|002092ZTHX
sz002093|国脉科技|002093GMKJ
sz002094|青岛金王|002094QDJW
sz002095|生意宝|002095SYB
sz002096|南岭民爆|002096NLMB
sz002097|山河智能|002097SHZN
sz002098|浔兴股份|002098XXGF
sz002099|海翔药业|002099HXYY
sz002100|天康生物|002100TKSW
sz002101|广东鸿图|002101GDHT
sz002102|冠福股份|002102GFGF
sz002103|广博股份|002103GBGF
sz002104|恒宝股份|002104HBGF
sz002105|信隆健康|002105XLJK
sz002106|莱宝高科|002106LBGK
sz002107|沃华医药|002107WHYY
sz002108|沧州明珠|002108CZMZ
sz002109|兴化股份|002109XHGF
sz002110|三钢闽光|002110SGMG
sz002111|威海广泰|002111WHGT
sz002112|三变科技|002112SBKJ
sz002113|天润控股|002113TRKG
sz002114|罗平锌电|002114LPXD
sz002115|三维通信|002115SWTX
sz002116|中国海诚|002116ZGHC
sz002117|东港股份|002117DGGF
sz002118|紫鑫药业|002118ZXYY
sz002119|康强电子|002119KQDZ
sz002120|韵达股份|002120YDGF
sz002121|科陆电子|002121KLDZ
sz002122|天马股份|002122TMGF
sz002123|梦网荣信|002123MWRX
sz002124|天邦股份|002124TBGF
sz002125|湘潭电化|002125XTDH
sz002126|银轮股份|002126YLGF
sz002127|南极电商|002127NJDS
sz002128|露天煤业|002128LTMY
sz002129|中环股份|002129ZHGF
sz002130|沃尔核材|002130WEHC
sz002131|利欧股份|002131LOGF
sz002132|恒星科技|002132HXKJ
sz002133|广宇集团|002133GYJT
sz002134|天津普林|002134TJPL
sz002135|东南网架|002135DNWJ
sz002136|安纳达|002136AND
sz002137|麦达数字|002137MDDZ
sz002138|顺络电子|002138SLDZ
sz002139|拓邦股份|002139TBGF
sz002140|东华科技|002140DHKJ
sz002141|贤丰控股|002141XFKG
sz002142|宁波银行|002142NBYH
sz002143|印纪传媒|002143YJCM
sz002144|宏达高科|002144HDGK
sz002145|中核钛白|002145ZHTB
sz002146|荣盛发展|002146RSFZ
sz002147|新光圆成|002147XGYC
sz002148|北纬科技|002148BWKJ
sz002149|西部材料|002149XBCL
sz002150|通润装备|002150TRZB
sz002151|北斗星通|002151BDXT
sz002152|广电运通|002152GDYT
sz002153|石基信息|002153SJXX
sz002154|报喜鸟|002154BXN
sz002155|湖南黄金|002155HNHJ
sz002156|通富微电|002156TFWD
sz002157|正邦科技|002157ZBKJ
sz002158|汉钟精机|002158HZJJ
sz002159|三特索道|002159STSD
sz002160|常铝股份|002160CLGF
sz002161|远望谷|002161YWG
sz002162|悦心健康|002162YXJK
sz002163|中航三鑫|002163ZHSX
sz002164|宁波东力|002164NBDL
sz002165|红宝丽|002165HBL
sz002166|莱茵生物|002166LYSW
sz002167|东方锆业|002167DFGY
sz002168|深圳惠程|002168SCHC
sz002169|智光电气|002169ZGDQ
sz002170|芭田股份|002170BTGF
sz002171|楚江新材|002171CJXC
sz002172|澳洋科技|002172AYKJ
sz002173|创新医疗|002173CXYL
sz002174|游族网络|002174YZWL
sz002175|东方网络|002175DFWL
sz002176|江特电机|002176JTDJ
sz002177|御银股份|002177YYGF
sz002178|延华智能|002178YHZN
sz002179|中航光电|002179ZHGD
sz002180|纳思达|002180NSD
sz002181|粤传媒|002181YCM
sz002182|云海金属|002182YHJS
sz002183|怡亚通|002183YYT
sz002184|海得控制|002184HDKZ
sz002185|华天科技|002185HTKJ
sz002186|全聚德|002186QJD
sz002187|广百股份|002187GBGF
sz002188|巴士在线|002188BSZX
sz002189|利达光电|002189LDGD
sz002190|成飞集成|002190CFJC
sz002191|劲嘉股份|002191JJGF
sz002192|融捷股份|002192RJGF
sz002193|如意集团|002193RYJT
sz002194|武汉凡谷|002194WHFG
sz002195|二三四五|002195ESSW
sz002196|方正电机|002196FZDJ
sz002197|证通电子|002197ZTDZ
sz002198|嘉应制药|002198JYZY
sz002199|东晶电子|002199DJDZ
sz002200|云投生态|002200YTST
sz002201|九鼎新材|002201JDXC
sz002202|金风科技|002202JFKJ
sz002203|海亮股份|002203HLGF
sz002204|大连重工|002204DLZG
sz002205|国统股份|002205GTGF
sz002206|海利得|002206HLD
sz002207|准油股份|002207ZYGF
sz002208|合肥城建|002208HFCJ
sz002209|达意隆|002209DYL
sz002210|飞马国际|002210FMGJ
sz002211|宏达新材|002211HDXC
sz002212|南洋股份|002212NYGF
sz002213|特尔佳|002213TEJ
sz002214|大立科技|002214DLKJ
sz002215|诺普信|002215NPX
sz002216|三全食品|002216SQSP
sz002217|合力泰|002217HLT
sz002218|拓日新能|002218TRXN
sz002219|恒康医疗|002219HKYL
sz002220|天宝股份|002220TBGF
sz002221|东华能源|002221DHNY
sz002222|福晶科技|002222FJKJ
sz002223|鱼跃医疗|002223YYYL
sz002224|三力士|002224SLS
sz002225|濮耐股份|002225PNGF
sz002226|江南化工|002226JNHG
sz002227|奥特迅|002227ATX
sz002228|合兴包装|002228HXBZ
sz002229|鸿博股份|002229HBGF
sz002230|科大讯飞|002230KDXF
sz002231|奥维通信|002231AWTX
sz002232|启明信息|002232QMXX
sz002233|塔牌集团|002233TPJT
sz002234|民和股份|002234MHGF
sz002235|安妮股份|002235ANGF
sz002236|大华股份|002236DHGF
sz002237|恒邦股份|002237HBGF
sz002238|天威视讯|002238TWSX
sz002239|奥特佳|002239ATJ
sz002240|威华股份|002240WHGF
sz002241|歌尔股份|002241GEGF
sz002242|九阳股份|002242JYGF
sz002243|通产丽星|002243TCLX
sz002244|滨江集团|002244BJJT
sz002245|澳洋顺昌|002245AYSC
sz002246|北化股份|002246BHGF
sz002247|帝龙新材|002247DLXC
sz002248|华东数控|002248HDSK
sz002249|大洋电机|002249DYDJ
sz002250|联化科技|002250LHKJ
sz002251|步步高|002251BBG
sz002252|上海莱士|002252SHLS
sz002253|川大智胜|002253CDZS
sz002254|泰和新材|002254THXC
sz002255|海陆重工|002255HLZG
sz002256|兆新股份|002256ZXGF
sz002258|利尔化学|002258LEHX
sz002259|升达林业|002259SDLY
sz002260|德奥通航|002260DATH
sz002261|拓维信息|002261TWXX
sz002262|恩华药业|002262EHYY
sz002263|大东南|002263DDN
sz002264|新华都|002264XHD
sz002265|西仪股份|002265XYGF
sz002266|浙富控股|002266ZFKG
sz002267|陕天然气|002267STRQ
sz002268|卫士通|002268WST
sz002269|美邦服饰|002269MBFS
sz002270|华明装备|002270HMZB
sz002271|东方雨虹|002271DFYH
sz002272|川润股份|002272CRGF
sz002273|水晶光电|002273SJGD
sz002274|华昌化工|002274HCHG
sz002275|桂林三金|002275GLSJ
sz002276|万马股份|002276WMGF
sz002277|友阿股份|002277YAGF
sz002278|神开股份|002278SKGF
sz002279|久其软件|002279JQRJ
sz002280|联络互动|002280LLHD
sz002281|光迅科技|002281GXKJ
sz002282|博深工具|002282BSGJ
sz002283|天润曲轴|002283TRQZ
sz002284|亚太股份|002284YTGF
sz002285|世联行|002285SLH
sz002286|保龄宝|002286BLB
sz002287|奇正藏药|002287QZCY
sz002288|超华科技|002288CHKJ
sz002289|宇顺电子|002289YSDZ
sz002290|中科新材|002290ZKXC
sz002291|星期六|002291XQL
sz002292|奥飞娱乐|002292AFYL
sz002293|罗莱生活|002293LLSH
sz002294|信立泰|002294XLT
sz002295|精艺股份|002295JYGF
sz002296|辉煌科技|002296HHKJ
sz002297|博云新材|002297BYXC
sz002298|中电鑫龙|002298ZDXL
sz002299|圣农发展|002299SNFZ
sz002300|太阳电缆|002300TYDL
sz002301|齐心集团|002301QXJT
sz002302|西部建设|002302XBJS
sz002303|美盈森|002303MYS
sz002304|洋河股份|002304YHGF
sz002305|南国置业|002305NGZY
sz002306|*ST云网|002306STYW
sz002307|北新路桥|002307BXLQ
sz002308|威创股份|002308WCGF
sz002309|中利集团|002309ZLJT
sz002310|东方园林|002310DFYL
sz002311|海大集团|002311HDJT
sz002312|三泰控股|002312STKG
sz002313|日海通讯|002313RHTX
sz002314|南山控股|002314NSKG
sz002315|焦点科技|002315JDKJ
sz002316|键桥通讯|002316JQTX
sz002317|众生药业|002317ZSYY
sz002318|久立特材|002318JLTC
sz002319|乐通股份|002319LTGF
sz002320|海峡股份|002320HXGF
sz002321|华英农业|002321HYNY
sz002322|理工环科|002322LGHK
sz002323|雅百特|002323YBT
sz002324|普利特|002324PLT
sz002325|洪涛股份|002325HTGF
sz002326|永太科技|002326YTKJ
sz002327|富安娜|002327FAN
sz002328|新朋股份|002328XPGF
sz002329|皇氏集团|002329HSJT
sz002330|得利斯|002330DLS
sz002331|皖通科技|002331WTKJ
sz002332|仙琚制药|002332XJZY
sz002333|罗普斯金|002333LPSJ
sz002334|英威腾|002334YWT
sz002335|科华恒盛|002335KHHS
sz002336|人人乐|002336RRL
sz002337|赛象科技|002337SXKJ
sz002338|奥普光电|002338APGD
sz002339|积成电子|002339JCDZ
sz002340|格林美|002340GLM
sz002341|新纶科技|002341XLKJ
sz002342|巨力索具|002342JLSJ
sz002343|慈文传媒|002343CWCM
sz002344|海宁皮城|002344HNPC
sz002345|潮宏基|002345CHJ
sz002346|柘中股份|002346ZZGF
sz002347|泰尔股份|002347TEGF
sz002348|高乐股份|002348GLGF
sz002349|精华制药|002349JHZY
sz002350|北京科锐|002350BJKR
sz002351|漫步者|002351MBZ
sz002352|鼎泰新材|002352DTXC
sz002353|杰瑞股份|002353JRGF
sz002354|天神娱乐|002354TSYL
sz002355|兴民智通|002355XMZT
sz002356|赫美集团|002356HMJT
sz002357|富临运业|002357FLYY
sz002358|森源电气|002358SYDQ
sz002359|齐星铁塔|002359QXTT
sz002360|同德化工|002360TDHG
sz002361|神剑股份|002361SJGF
sz002362|汉王科技|002362HWKJ
sz002363|隆基机械|002363LJJX
sz002364|中恒电气|002364ZHDQ
sz002365|永安药业|002365YAYY
sz002366|台海核电|002366THHD
sz002367|康力电梯|002367KLDT
sz002368|太极股份|002368TJGF
sz002369|卓翼科技|002369ZYKJ
sz002370|亚太药业|002370YTYY
sz002371|北方华创|002371BFHC
sz002372|伟星新材|002372WXXC
sz002373|千方科技|002373QFKJ
sz002374|丽鹏股份|002374LPGF
sz002375|亚厦股份|002375YXGF
sz002376|新北洋|002376XBY
sz002377|国创高新|002377GCGX
sz002378|章源钨业|002378ZYWY
sz002379|宏创控股|002379HCKG
sz002380|科远股份|002380KYGF
sz002381|双箭股份|002381SJGF
sz002382|蓝帆医疗|002382LFYL
sz002383|合众思壮|002383HZSZ
sz002384|东山精密|002384DSJM
sz002385|大北农|002385DBN
sz002386|天原集团|002386TYJT
sz002387|黑牛食品|002387HNSP
sz002388|新亚制程|002388XYZC
sz002389|南洋科技|002389NYKJ
sz002390|信邦制药|002390XBZY
sz002391|长青股份|002391CQGF
sz002392|北京利尔|002392BJLE
sz002393|力生制药|002393LSZY
sz002394|联发股份|002394LFGF
sz002395|双象股份|002395SXGF
sz002396|星网锐捷|002396XWRJ
sz002397|梦洁股份|002397MJGF
sz002398|建研集团|002398JYJT
sz002399|海普瑞|002399HPR
sz002400|省广股份|002400SGGF
sz002401|中远海科|002401ZYHK
sz002402|和而泰|002402HET
sz002403|爱仕达|002403ASD
sz002404|嘉欣丝绸|002404JXSC
sz002405|四维图新|002405SWTX
sz002406|远东传动|002406YDCD
sz002407|多氟多|002407DFD
sz002408|齐翔腾达|002408QXTD
sz002409|雅克科技|002409YKKJ
sz002410|广联达|002410GLD
sz002411|必康股份|002411BKGF
sz002412|汉森制药|002412HSZY
sz002413|雷科防务|002413LKFW
sz002414|高德红外|002414GDHW
sz002415|海康威视|002415HKWS
sz002416|爱施德|002416ASD
sz002417|三元达|002417SYD
sz002418|康盛股份|002418KSGF
sz002419|天虹商场|002419THSC
sz002420|毅昌股份|002420YCGF
sz002421|达实智能|002421DSZN
sz002422|科伦药业|002422KLYY
sz002423|中原特钢|002423ZYTG
sz002424|贵州百灵|002424GZBL
sz002425|凯撒文化|002425KSWH
sz002426|胜利精密|002426SLJM
sz002427|尤夫股份|002427YFGF
sz002428|云南锗业|002428YNZY
sz002429|兆驰股份|002429ZCGF
sz002430|杭氧股份|002430HYGF
sz002431|棕榈股份|002431ZLGF
sz002432|九安医疗|002432JAYL
sz002433|太安堂|002433TAT
sz002434|万里扬|002434WLY
sz002435|长江润发|002435CJRF
sz002436|兴森科技|002436XSKJ
sz002437|誉衡药业|002437YHYY
sz002438|江苏神通|002438JSST
sz002439|启明星辰|002439QMXC
sz002440|闰土股份|002440RTGF
sz002441|众业达|002441ZYD
sz002442|龙星化工|002442LXHG
sz002443|金洲管道|002443JZGD
sz002444|巨星科技|002444JXKJ
sz002445|中南文化|002445ZNWH
sz002446|盛路通信|002446SLTX
sz002447|壹桥股份|002447YQGF
sz002448|中原内配|002448ZYNP
sz002449|国星光电|002449GXGD
sz002450|康得新|002450KDX
sz002451|摩恩电气|002451MEDQ
sz002452|长高集团|002452CGJT
sz002453|天马精化|002453TMJH
sz002454|松芝股份|002454SZGF
sz002455|百川股份|002455BCGF
sz002456|欧菲光|002456OFG
sz002457|青龙管业|002457QLGY
sz002458|益生股份|002458YSGF
sz002459|天业通联|002459TYTL
sz002460|赣锋锂业|002460GFLY
sz002461|珠江啤酒|002461ZJPJ
sz002462|嘉事堂|002462JST
sz002463|沪电股份|002463HDGF
sz002464|金利科技|002464JLKJ
sz002465|海格通信|002465HGTX
sz002466|天齐锂业|002466TQLY
sz002467|二六三|002467ELS
sz002468|申通快递|002468STKD
sz002469|三维工程|002469SWGC
sz002470|金正大|002470JZD
sz002471|中超控股|002471ZCKG
sz002472|双环传动|002472SHCD
sz002473|圣莱达|002473SLD
sz002474|榕基软件|002474RJRJ
sz002475|立讯精密|002475LXJM
sz002476|宝莫股份|002476BMGF
sz002477|雏鹰农牧|002477CYNM
sz002478|常宝股份|002478CBGF
sz002479|富春环保|002479FCHB
sz002480|新筑股份|002480XZGF
sz002481|双塔食品|002481STSP
sz002482|广田股份|002482GTGF
sz002483|润邦股份|002483RBGF
sz002484|江海股份|002484JHGF
sz002485|希努尔|002485XNE
sz002486|嘉麟杰|002486JLJ
sz002487|大金重工|002487DJZG
sz002488|金固股份|002488JGGF
sz002489|浙江永强|002489ZJYQ
sz002490|山东墨龙|002490SDML
sz002491|通鼎互联|002491TDHL
sz002492|恒基达鑫|002492HJDX
sz002493|荣盛石化|002493RSSH
sz002494|华斯股份|002494HSGF
sz002495|佳隆股份|002495JLGF
sz002496|辉丰股份|002496HFGF
sz002497|雅化集团|002497YHJT
sz002498|汉缆股份|002498HLGF
sz002499|科林环保|002499KLHB
sz002500|山西证券|002500SXZQ
sz002501|利源精制|002501LYJZ
sz002502|骅威文化|002502HWWH
sz002503|搜于特|002503SYT
sz002504|*ST弘高|002504STHG
sz002505|大康牧业|002505DKMY
sz002506|协鑫集成|002506XXJC
sz002507|涪陵榨菜|002507FLZC
sz002508|老板电器|002508LBDQ
sz002509|天广中茂|002509TGZM
sz002510|天汽模|002510TQM
sz002511|中顺洁柔|002511ZSJR
sz002512|达华智能|002512DHZN
sz002513|蓝丰生化|002513LFSH
sz002514|宝馨科技|002514BXKJ
sz002515|金字火腿|002515JZHT
sz002516|旷达科技|002516KDKJ
sz002517|恺英网络|002517KYWL
sz002518|科士达|002518KSD
sz002519|银河电子|002519YHDZ
sz002520|日发精机|002520RFJJ
sz002521|齐峰新材|002521QFXC
sz002522|浙江众成|002522ZJZC
sz002523|天桥起重|002523TQQZ
sz002524|光正集团|002524GZJT
sz002526|山东矿机|002526SDKJ
sz002527|新时达|002527XSD
sz002528|英飞拓|002528YFT
sz002529|海源机械|002529HYJX
sz002530|金财互联|002530JCHL
sz002531|天顺风能|002531TSFN
sz002532|新界泵业|002532XJBY
sz002533|金杯电工|002533JBDG
sz002534|杭锅股份|002534HGGF
sz002535|林州重机|002535LZZJ
sz002536|西泵股份|002536XBGF
sz002537|海联金汇|002537HJH
sz002538|司尔特|002538SET
sz002539|云图控股|002539YTKG
sz002540|亚太科技|002540YTKJ
sz002541|鸿路钢构|002541HLGG
sz002542|中化岩土|002542ZHYT
sz002543|万和电气|002543WHDQ
sz002544|杰赛科技|002544JSKJ
sz002545|东方铁塔|002545DFTT
sz002546|新联电子|002546XLDZ
sz002547|春兴精工|002547CXJG
sz002548|金新农|002548JXN
sz002549|凯美特气|002549KMTQ
sz002550|千红制药|002550QHZY
sz002551|尚荣医疗|002551SRYL
sz002552|宝鼎重工|002552BDZG
sz002553|南方轴承|002553NFZC
sz002554|惠博普|002554HBP
sz002555|三七互娱|002555SQHY
sz002556|辉隆股份|002556HLGF
sz002557|洽洽食品|002557QQSP
sz002558|巨人网络|002558JRWL
sz002559|亚威股份|002559YWGF
sz002560|通达股份|002560TDGF
sz002561|徐家汇|002561XJH
sz002562|兄弟科技|002562XDKJ
sz002563|森马服饰|002563SMFS
sz002564|天沃科技|002564TWKJ
