name|code|mess_score_yesterday|mess_score_today|mess_score_change|mess_score_max_40d|mess_score_min_40d
<a target="_blank" href="/Chart.php?code=sz002582"><span class="fore-stock-name">好想你</span><span class="fore-stock-spell displaynone">002582HXN</span></a>|<span class="fore-stock-code">sz002582</span>|5.1|5.4|0.3|5.5|3.4
<a target="_blank" href="/Chart.php?code=sz002591"><span class="fore-stock-name">恒大高新</span><span class="fore-stock-spell displaynone">002591HDGX</span></a>|<span class="fore-stock-code">sz002591</span>|5.2|5.3|0.1|7.7|5.2
<a target="_blank" href="/Chart.php?code=sz002593"><span class="fore-stock-name">日上集团</span><span class="fore-stock-spell displaynone">002593RSJT</span></a>|<span class="fore-stock-code">sz002593</span>|6.3|7|0.7|7.3|5.9
<a target="_blank" href="/Chart.php?code=sz002598"><span class="fore-stock-name">山东章鼓</span><span class="fore-stock-spell displaynone">002598SDZG</span></a>|<span class="fore-stock-code">sz002598</span>|5.8|5.9|0.1|5.9|4.8
<a target="_blank" href="/Chart.php?code=sz002600"><span class="fore-stock-name">江粉磁材</span><span class="fore-stock-spell displaynone">002600JFCC</span></a>|<span class="fore-stock-code">sz002600</span>|5.9|6.1|0.2|8.1|5.5
<a target="_blank" href="/Chart.php?code=sz002617"><span class="fore-stock-name">露笑科技</span><span class="fore-stock-spell displaynone">002617LXKJ</span></a>|<span class="fore-stock-code">sz002617</span>|5.9|6|0.1|6|4.5
<a target="_blank" href="/Chart.php?code=sz002627"><span class="fore-stock-name">宜昌交运</span><span class="fore-stock-spell displaynone">002627YCJY</span></a>|<span class="fore-stock-code">sz002627</span>|5.9|6.2|0.3|6.2|5
<a target="_blank" href="/Chart.php?code=sz002629"><span class="fore-stock-name">仁智油服</span><span class="fore-stock-spell displaynone">002629RZYF</span></a>|<span class="fore-stock-code">sz002629</span>|5.7|5.8|0.1|6.4|4.3
<a target="_blank" href="/Chart.php?code=sz002632"><span class="fore-stock-name">道明光学</span><span class="fore-stock-spell displaynone">002632DMGX</span></a>|<span class="fore-stock-code">sz002632</span>|5.7|5.8|0.1|9.9|5.7
<a target="_blank" href="/Chart.php?code=sz002633"><span class="fore-stock-name">*ST申科</span><span class="fore-stock-spell displaynone">002633STSK</span></a>|<span class="fore-stock-code">sz002633</span>|4.8|5.1|0.3|7.2|4.8
<a target="_blank" href="/Chart.php?code=sz002634"><span class="fore-stock-name">棒杰股份</span><span class="fore-stock-spell displaynone">002634BJGF</span></a>|<span class="fore-stock-code">sz002634</span>|5.7|5.8|0.1|7.4|5.6
<a target="_blank" href="/Chart.php?code=sz002636"><span class="fore-stock-name">金安国纪</span><span class="fore-stock-spell displaynone">002636JAGJ</span></a>|<span class="fore-stock-code">sz002636</span>|7|7.4|0.4|7.7|5.3
<a target="_blank" href="/Chart.php?code=sz002640"><span class="fore-stock-name">跨境通</span><span class="fore-stock-spell displaynone">002640KJT</span></a>|<span class="fore-stock-code">sz002640</span>|5.8|5.9|0.1|7.7|5.7
<a target="_blank" href="/Chart.php?code=sz002643"><span class="fore-stock-name">万润股份</span><span class="fore-stock-spell displaynone">002643WRGF</span></a>|<span class="fore-stock-code">sz002643</span>|6|6.1|0.1|6.9|5.6
<a target="_blank" href="/Chart.php?code=sz002659"><span class="fore-stock-name">中泰桥梁</span><span class="fore-stock-spell displaynone">002659ZTQL</span></a>|<span class="fore-stock-code">sz002659</span>|4.6|4.7|0.1|5.5|1.8
<a target="_blank" href="/Chart.php?code=sz002660"><span class="fore-stock-name">茂硕电源</span><span class="fore-stock-spell displaynone">002660MSDY</span></a>|<span class="fore-stock-code">sz002660</span>|5.7|5.8|0.1|6.8|5.6
<a target="_blank" href="/Chart.php?code=sz002667"><span class="fore-stock-name">鞍重股份</span><span class="fore-stock-spell displaynone">002667AZGF</span></a>|<span class="fore-stock-code">sz002667</span>|3.9|4.1|0.2|5.4|2.7
<a target="_blank" href="/Chart.php?code=sz002670"><span class="fore-stock-name">华声股份</span><span class="fore-stock-spell displaynone">002670HSGF</span></a>|<span class="fore-stock-code">sz002670</span>|6.1|6.2|0.1|8.1|5.5
<a target="_blank" href="/Chart.php?code=sz002671"><span class="fore-stock-name">龙泉股份</span><span class="fore-stock-spell displaynone">002671LQGF</span></a>|<span class="fore-stock-code">sz002671</span>|5.7|5.9|0.2|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz002676"><span class="fore-stock-name">顺威股份</span><span class="fore-stock-spell displaynone">002676SWGF</span></a>|<span class="fore-stock-code">sz002676</span>|5.9|6.1|0.2|6.1|2.9
<a target="_blank" href="/Chart.php?code=sz002678"><span class="fore-stock-name">珠江钢琴</span><span class="fore-stock-spell displaynone">002678ZJGQ</span></a>|<span class="fore-stock-code">sz002678</span>|6.1|6.2|0.1|7.2|5.6
<a target="_blank" href="/Chart.php?code=sz002684"><span class="fore-stock-name">猛狮科技</span><span class="fore-stock-spell displaynone">002684MSKJ</span></a>|<span class="fore-stock-code">sz002684</span>|5.5|5.6|0.1|7.8|5.3
<a target="_blank" href="/Chart.php?code=sz002686"><span class="fore-stock-name">亿利达</span><span class="fore-stock-spell displaynone">002686YLD</span></a>|<span class="fore-stock-code">sz002686</span>|5.8|5.9|0.1|6.5|5.5
<a target="_blank" href="/Chart.php?code=sz002690"><span class="fore-stock-name">美亚光电</span><span class="fore-stock-spell displaynone">002690MYGD</span></a>|<span class="fore-stock-code">sz002690</span>|5.8|5.9|0.1|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz002692"><span class="fore-stock-name">远程电缆</span><span class="fore-stock-spell displaynone">002692YCDL</span></a>|<span class="fore-stock-code">sz002692</span>|5.1|5.3|0.2|6.9|5.1
<a target="_blank" href="/Chart.php?code=sz002694"><span class="fore-stock-name">顾地科技</span><span class="fore-stock-spell displaynone">002694GDKJ</span></a>|<span class="fore-stock-code">sz002694</span>|4.3|4.6|0.3|5.5|4.3
<a target="_blank" href="/Chart.php?code=sz002699"><span class="fore-stock-name">美盛文化</span><span class="fore-stock-spell displaynone">002699MSWH</span></a>|<span class="fore-stock-code">sz002699</span>|6|6.1|0.1|7.9|5.5
<a target="_blank" href="/Chart.php?code=sz002716"><span class="fore-stock-name">金贵银业</span><span class="fore-stock-spell displaynone">002716JGYY</span></a>|<span class="fore-stock-code">sz002716</span>|5.6|5.7|0.1|6.7|5.5
<a target="_blank" href="/Chart.php?code=sz002718"><span class="fore-stock-name">友邦吊顶</span><span class="fore-stock-spell displaynone">002718YBDD</span></a>|<span class="fore-stock-code">sz002718</span>|5.8|5.9|0.1|7.4|5.5
<a target="_blank" href="/Chart.php?code=sz002735"><span class="fore-stock-name">王子新材</span><span class="fore-stock-spell displaynone">002735WZXC</span></a>|<span class="fore-stock-code">sz002735</span>|6.5|6.7|0.2|6.7|3.7
<a target="_blank" href="/Chart.php?code=sz002736"><span class="fore-stock-name">国信证券</span><span class="fore-stock-spell displaynone">002736GXZQ</span></a>|<span class="fore-stock-code">sz002736</span>|5.8|6|0.2|6.4|4.4
<a target="_blank" href="/Chart.php?code=sz002738"><span class="fore-stock-name">中矿资源</span><span class="fore-stock-spell displaynone">002738ZKZY</span></a>|<span class="fore-stock-code">sz002738</span>|6.2|6.4|0.2|6.9|3.7
<a target="_blank" href="/Chart.php?code=sz002741"><span class="fore-stock-name">光华科技</span><span class="fore-stock-spell displaynone">002741GHKJ</span></a>|<span class="fore-stock-code">sz002741</span>|5.6|5.7|0.1|7|5.5
<a target="_blank" href="/Chart.php?code=sz002747"><span class="fore-stock-name">埃斯顿</span><span class="fore-stock-spell displaynone">002747ASD</span></a>|<span class="fore-stock-code">sz002747</span>|6.3|6.5|0.2|7|5
<a target="_blank" href="/Chart.php?code=sz002751"><span class="fore-stock-name">易尚展示</span><span class="fore-stock-spell displaynone">002751YSZS</span></a>|<span class="fore-stock-code">sz002751</span>|5.3|5.4|0.1|5.5|2.8
<a target="_blank" href="/Chart.php?code=sz002752"><span class="fore-stock-name">昇兴股份</span><span class="fore-stock-spell displaynone">002752SXGF</span></a>|<span class="fore-stock-code">sz002752</span>|6.4|6.5|0.1|9.9|5
<a target="_blank" href="/Chart.php?code=sz002753"><span class="fore-stock-name">永东股份</span><span class="fore-stock-spell displaynone">002753YDGF</span></a>|<span class="fore-stock-code">sz002753</span>|5.8|5.9|0.1|7.3|5.5
<a target="_blank" href="/Chart.php?code=sz002756"><span class="fore-stock-name">永兴特钢</span><span class="fore-stock-spell displaynone">002756YXTG</span></a>|<span class="fore-stock-code">sz002756</span>|6|6.1|0.1|7.5|5.7
<a target="_blank" href="/Chart.php?code=sz002758"><span class="fore-stock-name">华通医药</span><span class="fore-stock-spell displaynone">002758HTYY</span></a>|<span class="fore-stock-code">sz002758</span>|5.8|6.2|0.4|7.7|5
<a target="_blank" href="/Chart.php?code=sz002765"><span class="fore-stock-name">蓝黛传动</span><span class="fore-stock-spell displaynone">002765LDCD</span></a>|<span class="fore-stock-code">sz002765</span>|6.4|6.8|0.4|7.4|5.5
<a target="_blank" href="/Chart.php?code=sz002767"><span class="fore-stock-name">先锋电子</span><span class="fore-stock-spell displaynone">002767XFDZ</span></a>|<span class="fore-stock-code">sz002767</span>|5.4|5.5|0.1|6.8|5.4
<a target="_blank" href="/Chart.php?code=sz002771"><span class="fore-stock-name">真视通</span><span class="fore-stock-spell displaynone">002771ZST</span></a>|<span class="fore-stock-code">sz002771</span>|5.7|5.8|0.1|6.6|5
<a target="_blank" href="/Chart.php?code=sz300004"><span class="fore-stock-name">南风股份</span><span class="fore-stock-spell displaynone">300004NFGF</span></a>|<span class="fore-stock-code">sz300004</span>|5.5|5.6|0.1|6.7|4
<a target="_blank" href="/Chart.php?code=sz300009"><span class="fore-stock-name">安科生物</span><span class="fore-stock-spell displaynone">300009AKSW</span></a>|<span class="fore-stock-code">sz300009</span>|5.6|5.8|0.2|6.8|5.5
<a target="_blank" href="/Chart.php?code=sz300015"><span class="fore-stock-name">爱尔眼科</span><span class="fore-stock-spell displaynone">300015AEYK</span></a>|<span class="fore-stock-code">sz300015</span>|5.7|5.8|0.1|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300016"><span class="fore-stock-name">北陆药业</span><span class="fore-stock-spell displaynone">300016BLYY</span></a>|<span class="fore-stock-code">sz300016</span>|5.5|5.6|0.1|7.8|5.5
<a target="_blank" href="/Chart.php?code=sz300017"><span class="fore-stock-name">网宿科技</span><span class="fore-stock-spell displaynone">300017WSKJ</span></a>|<span class="fore-stock-code">sz300017</span>|6|6.3|0.3|8.5|5.7
<a target="_blank" href="/Chart.php?code=sz300020"><span class="fore-stock-name">银江股份</span><span class="fore-stock-spell displaynone">300020YJGF</span></a>|<span class="fore-stock-code">sz300020</span>|5.8|6.3|0.5|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300025"><span class="fore-stock-name">华星创业</span><span class="fore-stock-spell displaynone">300025HXCY</span></a>|<span class="fore-stock-code">sz300025</span>|5.7|5.8|0.1|7|5.7
<a target="_blank" href="/Chart.php?code=sz300028"><span class="fore-stock-name">金亚科技</span><span class="fore-stock-spell displaynone">300028JYKJ</span></a>|<span class="fore-stock-code">sz300028</span>|5.5|5.6|0.1|6.1|3.6
<a target="_blank" href="/Chart.php?code=sz300042"><span class="fore-stock-name">朗科科技</span><span class="fore-stock-spell displaynone">300042LKKJ</span></a>|<span class="fore-stock-code">sz300042</span>|5.9|6|0.1|8.9|5.4
<a target="_blank" href="/Chart.php?code=sz300048"><span class="fore-stock-name">合康变频</span><span class="fore-stock-spell displaynone">300048HKBP</span></a>|<span class="fore-stock-code">sz300048</span>|5.6|5.7|0.1|8.7|5.6
<a target="_blank" href="/Chart.php?code=sz300050"><span class="fore-stock-name">世纪鼎利</span><span class="fore-stock-spell displaynone">300050SJDL</span></a>|<span class="fore-stock-code">sz300050</span>|5.6|5.8|0.2|6.2|5.5
<a target="_blank" href="/Chart.php?code=sz300058"><span class="fore-stock-name">蓝色光标</span><span class="fore-stock-spell displaynone">300058LSGB</span></a>|<span class="fore-stock-code">sz300058</span>|5.8|5.9|0.1|6.8|5.3
<a target="_blank" href="/Chart.php?code=sz300065"><span class="fore-stock-name">海兰信</span><span class="fore-stock-spell displaynone">300065HLX</span></a>|<span class="fore-stock-code">sz300065</span>|6|6.3|0.3|8.4|5.6
<a target="_blank" href="/Chart.php?code=sz300066"><span class="fore-stock-name">三川股份</span><span class="fore-stock-spell displaynone">300066SCGF</span></a>|<span class="fore-stock-code">sz300066</span>|5.7|5.9|0.2|7.5|5.7
<a target="_blank" href="/Chart.php?code=sz300067"><span class="fore-stock-name">安诺其</span><span class="fore-stock-spell displaynone">300067ANQ</span></a>|<span class="fore-stock-code">sz300067</span>|5.4|5.5|0.1|5.5|4.9
<a target="_blank" href="/Chart.php?code=sz300070"><span class="fore-stock-name">碧水源</span><span class="fore-stock-spell displaynone">300070BSY</span></a>|<span class="fore-stock-code">sz300070</span>|5.7|6|0.3|9.2|5.7
<a target="_blank" href="/Chart.php?code=sz300072"><span class="fore-stock-name">三聚环保</span><span class="fore-stock-spell displaynone">300072SJHB</span></a>|<span class="fore-stock-code">sz300072</span>|5.9|6|0.1|7.2|5.8
<a target="_blank" href="/Chart.php?code=sz300078"><span class="fore-stock-name">中瑞思创</span><span class="fore-stock-spell displaynone">300078ZRSC</span></a>|<span class="fore-stock-code">sz300078</span>|5.8|5.9|0.1|7|5.6
<a target="_blank" href="/Chart.php?code=sz300081"><span class="fore-stock-name">恒信移动</span><span class="fore-stock-spell displaynone">300081HXYD</span></a>|<span class="fore-stock-code">sz300081</span>|4.5|4.6|0.1|6.6|4.5
<a target="_blank" href="/Chart.php?code=sz300082"><span class="fore-stock-name">奥克股份</span><span class="fore-stock-spell displaynone">300082AKGF</span></a>|<span class="fore-stock-code">sz300082</span>|6|6.4|0.4|6.4|3.5
<a target="_blank" href="/Chart.php?code=sz300084"><span class="fore-stock-name">海默科技</span><span class="fore-stock-spell displaynone">300084HMKJ</span></a>|<span class="fore-stock-code">sz300084</span>|5.6|6.1|0.5|6.1|1.1
<a target="_blank" href="/Chart.php?code=sz300088"><span class="fore-stock-name">长信科技</span><span class="fore-stock-spell displaynone">300088CXKJ</span></a>|<span class="fore-stock-code">sz300088</span>|6.4|6.7|0.3|7.3|5.5
<a target="_blank" href="/Chart.php?code=sz300092"><span class="fore-stock-name">科新机电</span><span class="fore-stock-spell displaynone">300092KXJD</span></a>|<span class="fore-stock-code">sz300092</span>|6.8|7.4|0.6|7.4|5.1
<a target="_blank" href="/Chart.php?code=sz300097"><span class="fore-stock-name">智云股份</span><span class="fore-stock-spell displaynone">300097ZYGF</span></a>|<span class="fore-stock-code">sz300097</span>|6|6.1|0.1|7|5.2
<a target="_blank" href="/Chart.php?code=sz300104"><span class="fore-stock-name">乐视网</span><span class="fore-stock-spell displaynone">300104LSW</span></a>|<span class="fore-stock-code">sz300104</span>|5.7|5.9|0.2|7.5|5.7
<a target="_blank" href="/Chart.php?code=sz300107"><span class="fore-stock-name">建新股份</span><span class="fore-stock-spell displaynone">300107JXGF</span></a>|<span class="fore-stock-code">sz300107</span>|5.8|6|0.2|6|4.5
<a target="_blank" href="/Chart.php?code=sz300108"><span class="fore-stock-name">双龙股份</span><span class="fore-stock-spell displaynone">300108SLGF</span></a>|<span class="fore-stock-code">sz300108</span>|5.4|5.5|0.1|8.4|4
<a target="_blank" href="/Chart.php?code=sz300119"><span class="fore-stock-name">瑞普生物</span><span class="fore-stock-spell displaynone">300119RPSW</span></a>|<span class="fore-stock-code">sz300119</span>|5.6|5.8|0.2|7.2|5.6
<a target="_blank" href="/Chart.php?code=sz300129"><span class="fore-stock-name">泰胜风能</span><span class="fore-stock-spell displaynone">300129TSFN</span></a>|<span class="fore-stock-code">sz300129</span>|6|6.3|0.3|9.3|5.9
<a target="_blank" href="/Chart.php?code=sz300130"><span class="fore-stock-name">新国都</span><span class="fore-stock-spell displaynone">300130XGD</span></a>|<span class="fore-stock-code">sz300130</span>|5.7|5.8|0.1|6.7|5.6
<a target="_blank" href="/Chart.php?code=sz300133"><span class="fore-stock-name">华策影视</span><span class="fore-stock-spell displaynone">300133HCYS</span></a>|<span class="fore-stock-code">sz300133</span>|5.5|5.6|0.1|6|5.5
<a target="_blank" href="/Chart.php?code=sz300144"><span class="fore-stock-name">宋城演艺</span><span class="fore-stock-spell displaynone">300144SCYY</span></a>|<span class="fore-stock-code">sz300144</span>|5.7|5.9|0.2|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz300148"><span class="fore-stock-name">天舟文化</span><span class="fore-stock-spell displaynone">300148TZWH</span></a>|<span class="fore-stock-code">sz300148</span>|5.6|5.7|0.1|6.5|5.4
<a target="_blank" href="/Chart.php?code=sz300152"><span class="fore-stock-name">燃控科技</span><span class="fore-stock-spell displaynone">300152RKKJ</span></a>|<span class="fore-stock-code">sz300152</span>|5.3|5.4|0.1|5.9|3.7
<a target="_blank" href="/Chart.php?code=sz300160"><span class="fore-stock-name">秀强股份</span><span class="fore-stock-spell displaynone">300160XQGF</span></a>|<span class="fore-stock-code">sz300160</span>|6.5|6.8|0.3|7.5|6
<a target="_blank" href="/Chart.php?code=sz300162"><span class="fore-stock-name">雷曼光电</span><span class="fore-stock-spell displaynone">300162LMGD</span></a>|<span class="fore-stock-code">sz300162</span>|5.5|5.6|0.1|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz300163"><span class="fore-stock-name">先锋新材</span><span class="fore-stock-spell displaynone">300163XFXC</span></a>|<span class="fore-stock-code">sz300163</span>|6.3|6.4|0.1|6.8|5.6
<a target="_blank" href="/Chart.php?code=sz300165"><span class="fore-stock-name">天瑞仪器</span><span class="fore-stock-spell displaynone">300165TRYQ</span></a>|<span class="fore-stock-code">sz300165</span>|5.8|5.9|0.1|7|3.3
<a target="_blank" href="/Chart.php?code=sz300181"><span class="fore-stock-name">佐力药业</span><span class="fore-stock-spell displaynone">300181ZLYY</span></a>|<span class="fore-stock-code">sz300181</span>|5.9|6.3|0.4|6.3|3.3
<a target="_blank" href="/Chart.php?code=sz300190"><span class="fore-stock-name">维尔利</span><span class="fore-stock-spell displaynone">300190WEL</span></a>|<span class="fore-stock-code">sz300190</span>|5.6|5.7|0.1|7.3|5.6
<a target="_blank" href="/Chart.php?code=sz300193"><span class="fore-stock-name">佳士科技</span><span class="fore-stock-spell displaynone">300193JSKJ</span></a>|<span class="fore-stock-code">sz300193</span>|5.9|6.3|0.4|6.9|5.5
<a target="_blank" href="/Chart.php?code=sz300203"><span class="fore-stock-name">聚光科技</span><span class="fore-stock-spell displaynone">300203JGKJ</span></a>|<span class="fore-stock-code">sz300203</span>|5.9|6.1|0.2|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz300205"><span class="fore-stock-name">天喻信息</span><span class="fore-stock-spell displaynone">300205TYXX</span></a>|<span class="fore-stock-code">sz300205</span>|5.8|5.9|0.1|5.9|4
<a target="_blank" href="/Chart.php?code=sz300211"><span class="fore-stock-name">亿通科技</span><span class="fore-stock-spell displaynone">300211YTKJ</span></a>|<span class="fore-stock-code">sz300211</span>|5.8|5.9|0.1|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300218"><span class="fore-stock-name">安利股份</span><span class="fore-stock-spell displaynone">300218ALGF</span></a>|<span class="fore-stock-code">sz300218</span>|5.8|6|0.2|7.7|5.7
<a target="_blank" href="/Chart.php?code=sz300221"><span class="fore-stock-name">银禧科技</span><span class="fore-stock-spell displaynone">300221YXKJ</span></a>|<span class="fore-stock-code">sz300221</span>|5.7|6|0.3|7.7|5.7
<a target="_blank" href="/Chart.php?code=sz300231"><span class="fore-stock-name">银信科技</span><span class="fore-stock-spell displaynone">300231YXKJ</span></a>|<span class="fore-stock-code">sz300231</span>|5.7|5.9|0.2|8.4|5.7
<a target="_blank" href="/Chart.php?code=sz300232"><span class="fore-stock-name">洲明科技</span><span class="fore-stock-spell displaynone">300232ZMKJ</span></a>|<span class="fore-stock-code">sz300232</span>|5.5|5.6|0.1|7.4|5.5
<a target="_blank" href="/Chart.php?code=sz300236"><span class="fore-stock-name">上海新阳</span><span class="fore-stock-spell displaynone">300236SHXY</span></a>|<span class="fore-stock-code">sz300236</span>|5.6|5.7|0.1|7.8|4.4
<a target="_blank" href="/Chart.php?code=sz300239"><span class="fore-stock-name">东宝生物</span><span class="fore-stock-spell displaynone">300239DBSW</span></a>|<span class="fore-stock-code">sz300239</span>|5.7|5.8|0.1|7.3|5.6
<a target="_blank" href="/Chart.php?code=sz300244"><span class="fore-stock-name">迪安诊断</span><span class="fore-stock-spell displaynone">300244DAZD</span></a>|<span class="fore-stock-code">sz300244</span>|5.7|5.8|0.1|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300248"><span class="fore-stock-name">新开普</span><span class="fore-stock-spell displaynone">300248XKP</span></a>|<span class="fore-stock-code">sz300248</span>|5.6|5.8|0.2|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300250"><span class="fore-stock-name">初灵信息</span><span class="fore-stock-spell displaynone">300250CLXX</span></a>|<span class="fore-stock-code">sz300250</span>|5.7|5.8|0.1|7|5.6
<a target="_blank" href="/Chart.php?code=sz300255"><span class="fore-stock-name">常山药业</span><span class="fore-stock-spell displaynone">300255CSYY</span></a>|<span class="fore-stock-code">sz300255</span>|5.9|6.3|0.4|6.8|5.8
<a target="_blank" href="/Chart.php?code=sz300265"><span class="fore-stock-name">通光线缆</span><span class="fore-stock-spell displaynone">300265TGXL</span></a>|<span class="fore-stock-code">sz300265</span>|6|6.3|0.3|9.9|6
<a target="_blank" href="/Chart.php?code=sz300267"><span class="fore-stock-name">尔康制药</span><span class="fore-stock-spell displaynone">300267EKZY</span></a>|<span class="fore-stock-code">sz300267</span>|5.8|6|0.2|8.4|5.6
<a target="_blank" href="/Chart.php?code=sz300268"><span class="fore-stock-name">万福生科</span><span class="fore-stock-spell displaynone">300268WFSK</span></a>|<span class="fore-stock-code">sz300268</span>|4.9|5.2|0.3|6.8|4
<a target="_blank" href="/Chart.php?code=sz300270"><span class="fore-stock-name">中威电子</span><span class="fore-stock-spell displaynone">300270ZWDZ</span></a>|<span class="fore-stock-code">sz300270</span>|5.7|5.9|0.2|7.4|5.7
<a target="_blank" href="/Chart.php?code=sz300279"><span class="fore-stock-name">和晶科技</span><span class="fore-stock-spell displaynone">300279HJKJ</span></a>|<span class="fore-stock-code">sz300279</span>|5.9|6|0.1|6.7|5.6
<a target="_blank" href="/Chart.php?code=sz300280"><span class="fore-stock-name">南通锻压</span><span class="fore-stock-spell displaynone">300280NTDY</span></a>|<span class="fore-stock-code">sz300280</span>|5.9|6.3|0.4|7.1|5.7
<a target="_blank" href="/Chart.php?code=sz300283"><span class="fore-stock-name">温州宏丰</span><span class="fore-stock-spell displaynone">300283WZHF</span></a>|<span class="fore-stock-code">sz300283</span>|5.7|6|0.3|6|5.2
<a target="_blank" href="/Chart.php?code=sz300289"><span class="fore-stock-name">利德曼</span><span class="fore-stock-spell displaynone">300289LDM</span></a>|<span class="fore-stock-code">sz300289</span>|4.9|5.3|0.4|6.7|4.9
<a target="_blank" href="/Chart.php?code=sz300292"><span class="fore-stock-name">吴通通讯</span><span class="fore-stock-spell displaynone">300292WTTX</span></a>|<span class="fore-stock-code">sz300292</span>|6.7|7.2|0.5|8|5.6
<a target="_blank" href="/Chart.php?code=sz300297"><span class="fore-stock-name">蓝盾股份</span><span class="fore-stock-spell displaynone">300297LDGF</span></a>|<span class="fore-stock-code">sz300297</span>|5.6|5.7|0.1|6.4|5.6
<a target="_blank" href="/Chart.php?code=sz300307"><span class="fore-stock-name">慈星股份</span><span class="fore-stock-spell displaynone">300307CXGF</span></a>|<span class="fore-stock-code">sz300307</span>|5.6|5.8|0.2|6.5|5.5
<a target="_blank" href="/Chart.php?code=sz300315"><span class="fore-stock-name">掌趣科技</span><span class="fore-stock-spell displaynone">300315ZQKJ</span></a>|<span class="fore-stock-code">sz300315</span>|5.7|5.9|0.2|7.1|5.7
<a target="_blank" href="/Chart.php?code=sz300319"><span class="fore-stock-name">麦捷科技</span><span class="fore-stock-spell displaynone">300319MJKJ</span></a>|<span class="fore-stock-code">sz300319</span>|6.2|6.6|0.4|7.6|5.8
<a target="_blank" href="/Chart.php?code=sz300324"><span class="fore-stock-name">旋极信息</span><span class="fore-stock-spell displaynone">300324XJXX</span></a>|<span class="fore-stock-code">sz300324</span>|5.7|5.8|0.1|6.8|5.6
<a target="_blank" href="/Chart.php?code=sz300333"><span class="fore-stock-name">兆日科技</span><span class="fore-stock-spell displaynone">300333ZRKJ</span></a>|<span class="fore-stock-code">sz300333</span>|5.3|5.4|0.1|7.2|5.3
<a target="_blank" href="/Chart.php?code=sz300341"><span class="fore-stock-name">麦迪电气</span><span class="fore-stock-spell displaynone">300341MDDQ</span></a>|<span class="fore-stock-code">sz300341</span>|5.6|5.8|0.2|5.8|5.1
<a target="_blank" href="/Chart.php?code=sz300346"><span class="fore-stock-name">南大光电</span><span class="fore-stock-spell displaynone">300346NDGD</span></a>|<span class="fore-stock-code">sz300346</span>|5.3|5.4|0.1|5.4|1.6
<a target="_blank" href="/Chart.php?code=sz300347"><span class="fore-stock-name">泰格医药</span><span class="fore-stock-spell displaynone">300347TGYY</span></a>|<span class="fore-stock-code">sz300347</span>|5.5|5.6|0.1|6.7|5.5
<a target="_blank" href="/Chart.php?code=sz300350"><span class="fore-stock-name">华鹏飞</span><span class="fore-stock-spell displaynone">300350HPF</span></a>|<span class="fore-stock-code">sz300350</span>|5.9|6.3|0.4|6.9|5.6
<a target="_blank" href="/Chart.php?code=sz300353"><span class="fore-stock-name">东土科技</span><span class="fore-stock-spell displaynone">300353DTKJ</span></a>|<span class="fore-stock-code">sz300353</span>|5.6|5.7|0.1|8.7|5
<a target="_blank" href="/Chart.php?code=sz300359"><span class="fore-stock-name">全通教育</span><span class="fore-stock-spell displaynone">300359QTJY</span></a>|<span class="fore-stock-code">sz300359</span>|5.6|5.8|0.2|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300370"><span class="fore-stock-name">安控科技</span><span class="fore-stock-spell displaynone">300370AKKJ</span></a>|<span class="fore-stock-code">sz300370</span>|5.5|5.7|0.2|5.9|3
<a target="_blank" href="/Chart.php?code=sz300383"><span class="fore-stock-name">光环新网</span><span class="fore-stock-spell displaynone">300383GHXW</span></a>|<span class="fore-stock-code">sz300383</span>|6|6.3|0.3|8.4|5.8
<a target="_blank" href="/Chart.php?code=sz300386"><span class="fore-stock-name">飞天诚信</span><span class="fore-stock-spell displaynone">300386FTCX</span></a>|<span class="fore-stock-code">sz300386</span>|4.8|5.2|0.4|5.5|4.5
<a target="_blank" href="/Chart.php?code=sz300387"><span class="fore-stock-name">富邦股份</span><span class="fore-stock-spell displaynone">300387FBGF</span></a>|<span class="fore-stock-code">sz300387</span>|5.8|5.9|0.1|7.5|5.8
<a target="_blank" href="/Chart.php?code=sz300395"><span class="fore-stock-name">菲利华</span><span class="fore-stock-spell displaynone">300395FLH</span></a>|<span class="fore-stock-code">sz300395</span>|5.8|5.9|0.1|6.9|4.4
<a target="_blank" href="/Chart.php?code=sz300396"><span class="fore-stock-name">迪瑞医疗</span><span class="fore-stock-spell displaynone">300396DRYL</span></a>|<span class="fore-stock-code">sz300396</span>|5.6|5.9|0.3|6.6|5.6
<a target="_blank" href="/Chart.php?code=sz300400"><span class="fore-stock-name">劲拓股份</span><span class="fore-stock-spell displaynone">300400JTGF</span></a>|<span class="fore-stock-code">sz300400</span>|5.7|5.9|0.2|5.9|3.9
<a target="_blank" href="/Chart.php?code=sz300429"><span class="fore-stock-name">强力新材</span><span class="fore-stock-spell displaynone">300429QLXC</span></a>|<span class="fore-stock-code">sz300429</span>|6|6.4|0.4|6.7|5.6
